tbl,Year,quarter,citymarketid_1,citymarketid_2,city1,city2,cur_passengers,cur_fare,ly_fare,ly_passengers,amount_change,percent_change,amount_change_pax,percent_change_pax,Geocoded_City1,Geocoded_City2
Table 4,2005,2,30397,32337,"Atlanta, GA (Metropolitan Area)","Indianapolis, IN",60730,142.67,252.08,32110,-109.41,-0.434,28620,0.8913,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Indianapolis, IN
(39.76845, -86.156212)"
Table 4,2009,2,30140,31650,"Albuquerque, NM","Minneapolis/St. Paul, MN",19400,144.73,223.45,19850,-78.71,-0.3523,-450,-0.0227,"Albuquerque, NM
(35.084248, -106.649241)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)"
Table 4,2002,2,30977,30928,"Chicago, IL","Wichita, KS",18290,120.98,276.73,9460,-155.75,-0.5628,8830,0.9334,"Chicago, IL
(41.775002, -87.696388)","Wichita, KS
(39.960481, -75.605214)"
Table 4,2009,3,31650,34057,"Minneapolis/St. Paul, MN","Portland, OR",51680,220.91,318.21,37040,-97.29,-0.3058,14640,0.3952,"Minneapolis/St. Paul, MN
(44.977479, -93.264346)","Portland, OR
(45.516018, -122.681425)"
Table 4,1996,4,30721,34986,"Boston, MA (Metropolitan Area)","Sarasota/Bradenton, FL",31810,102.95,148.1,21430,-45.16,-0.3049,10380,0.4844,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Sarasota/Bradenton, FL
(27.336483, -82.538602)"
Table 4,1997,4,31136,33195,"Jacksonville, FL","Tampa, FL (Metropolitan Area)",17580,76.95,117.52,150,-40.57,-0.3452,17430,116.2,"Jacksonville, FL
(30.325968, -81.65676)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)"
Table 4,2005,2,30194,31650,"Dallas/Fort Worth, TX","Minneapolis/St. Paul, MN",119840,126.37,204.02,95370,-77.66,-0.3806,24470,0.2566,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)"
Table 4,1997,1,30693,31454,"Nashville, TN","Orlando, FL",53580,91.42,161.48,25680,-70.06,-0.4338,27900,1.0864,"Nashville, TN
(36.166687, -86.779932)","Orlando, FL
(28.538331, -81.378879)"
Table 4,2005,1,30721,34576,"Boston, MA (Metropolitan Area)","Rochester, NY",21270,155.19,230.77,16120,-75.58,-0.3275,5150,0.3195,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Rochester, NY
(43.155708, -77.612547)"
Table 4,2005,1,33105,32575,"Cincinnati, OH","Los Angeles, CA (Metropolitan Area)",40500,227.27,331.65,24990,-104.37,-0.3147,15510,0.6206,"Cincinnati, OH
(39.104427, -84.513808)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)"
Table 4,2000,4,30257,32575,"Albany, NY","Los Angeles, CA (Metropolitan Area)",23250,206.2,311.36,11850,-105.16,-0.3378,11400,0.962,"Albany, NY
(42.651242, -73.755418)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)"
Table 4,2001,4,30423,30325,"Austin, TX","Denver, CO",40400,165.75,266.83,37830,-101.08,-0.3788,2570,0.0679,"Austin, TX
(30.264979, -97.746598)","Denver, CO
(39.738453, -104.984853)"
Table 4,2001,3,34492,32457,"Raleigh/Durham, NC","San Francisco, CA (Metropolitan Area)",53270,206.38,313.48,61170,-107.1,-0.3416,-7900,-0.1291,"Raleigh/Durham, NC
(42.673348, -72.179683)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)"
Table 4,1997,1,30397,31650,"Atlanta, GA (Metropolitan Area)","Minneapolis/St. Paul, MN",67220,157.8,264.96,48400,-107.16,-0.4044,18820,0.3888,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)"
Table 4,2010,2,32945,31454,"Lexington, KY","Orlando, FL",26300,101.28,211.48,3600,-110.2,-0.5211,22700,6.3056,"Lexington, KY
(34.052238, -118.243344)","Orlando, FL
(28.538331, -81.378879)"
Table 4,2007,2,30194,34100,"Dallas/Fort Worth, TX","Philadelphia, PA",124780,190.99,281.34,95960,-90.35,-0.3211,28820,0.3003,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Philadelphia, PA
(39.951061, -75.16562)"
Table 4,1996,3,31295,31135,"Detroit, MI","Myrtle Beach, SC",13870,92.93,157.22,2700,-64.3,-0.409,11170,4.137,"Detroit, MI
(42.332916, -83.047853)","Myrtle Beach, SC
(33.68785, -78.883852)"
Table 4,2009,1,30408,32211,"Appleton, WI","Las Vegas, NV",14190,151.46,223.3,2920,-71.83,-0.3217,11270,3.8596,"Appleton, WI
(44.261982, -88.40724)","Las Vegas, NV
(36.169202, -115.140597)"
Table 4,2004,2,30693,34100,"Nashville, TN","Philadelphia, PA",35840,141.05,266.22,17040,-125.17,-0.4702,18800,1.1033,"Nashville, TN
(36.166687, -86.779932)","Philadelphia, PA
(39.951061, -75.16562)"
Table 4,2000,2,31650,33214,"Minneapolis/St. Paul, MN","San Antonio, TX",28510,166.03,242.1,13040,-76.07,-0.3142,15470,1.1863,"Minneapolis/St. Paul, MN
(44.977479, -93.264346)","San Antonio, TX
(29.425173, -98.494599)"
Table 4,2004,4,33105,34100,"Cincinnati, OH","Philadelphia, PA",30830,178.14,272.92,22730,-94.78,-0.3473,8100,0.3564,"Cincinnati, OH
(39.104427, -84.513808)","Philadelphia, PA
(39.951061, -75.16562)"
Table 4,2001,1,30397,35165,"Atlanta, GA (Metropolitan Area)","Toledo, OH",15730,113.84,208.12,5070,-94.28,-0.453,10660,2.1026,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Toledo, OH
(41.655298, -83.535717)"
Table 4,1996,3,30189,31454,"Colorado Springs, CO","Orlando, FL",14690,161.85,235.51,7290,-73.66,-0.3128,7400,1.0151,"Colorado Springs, CO
(38.835224, -104.819798)","Orlando, FL
(28.538331, -81.378879)"
Table 4,2007,1,30721,31295,"Boston, MA (Metropolitan Area)","Detroit, MI",87590,162.47,280.42,59960,-117.95,-0.4206,27630,0.4608,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Detroit, MI
(42.332916, -83.047853)"
Table 4,2003,2,30599,30466,"Birmingham, AL","Phoenix, AZ",18590,133.68,204.07,11070,-70.39,-0.3449,7520,0.6793,"Birmingham, AL
(33.522859, -86.807705)","Phoenix, AZ
(30.406931, -87.217578)"
Table 4,2001,3,30325,31453,"Denver, CO","Houston, TX",110100,165.77,320.23,85280,-154.47,-0.4824,24820,0.291,"Denver, CO
(39.738453, -104.984853)","Houston, TX
(29.760803, -95.369506)"
Table 4,2010,4,31481,30852,"Panama City, FL","Washington, DC (Metropolitan Area)",22380,164.42,319.37,5030,-154.96,-0.4852,17350,3.4493,"Panama City, FL
(30.185159, -85.73078)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 4,2002,2,33667,31123,"Norfolk, VA (Metropolitan Area)","St. Louis, MO",16600,164.35,244.89,11790,-80.54,-0.3289,4810,0.408,"Norfolk, VA (Metropolitan Area)
(36.846164, -76.285913)","St. Louis, MO
(38.630276, -90.200309)"
Table 4,1997,1,30189,32467,"Colorado Springs, CO","Miami, FL (Metropolitan Area)",21450,127.2,225.89,6550,-98.7,-0.4369,14900,2.2748,"Colorado Springs, CO
(38.835224, -104.819798)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)"
Table 4,1999,3,30693,34492,"Nashville, TN","Raleigh/Durham, NC",42800,88.82,175.63,16780,-86.81,-0.4943,26020,1.5507,"Nashville, TN
(36.166687, -86.779932)","Raleigh/Durham, NC
(42.673348, -72.179683)"
Table 4,2009,2,31066,31650,"Columbus, OH","Minneapolis/St. Paul, MN",27360,184.07,277.46,25470,-93.4,-0.3366,1890,0.0742,"Columbus, OH
(39.962649, -82.996216)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)"
Table 4,1997,2,31267,31454,"Dayton, OH","Orlando, FL",24810,101.12,169.51,15670,-68.39,-0.4035,9140,0.5833,"Dayton, OH
(39.760982, -84.192203)","Orlando, FL
(28.538331, -81.378879)"
Table 4,2009,4,30977,31650,"Chicago, IL","Minneapolis/St. Paul, MN",274650,107.62,264.15,160540,-156.53,-0.5926,114110,0.7108,"Chicago, IL
(41.775002, -87.696388)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)"
Table 4,2009,4,33198,33342,"Kansas City, MO","Milwaukee, WI",30300,104.43,207.03,15600,-102.6,-0.4956,14700,0.9423,"Kansas City, MO
(39.099792, -94.578559)","Milwaukee, WI
(43.041072, -87.909421)"
Table 4,2013,3,30977,31423,"Chicago, IL","Des Moines, IA",25100,186.31,363.83,12670,-177.53,-0.4879,12430,0.9811,"Chicago, IL
(41.775002, -87.696388)","Des Moines, IA
(41.588822, -93.620309)"
Table 4,1996,4,33495,34614,"New Orleans, LA","Salt Lake City, UT",12690,126.36,210,7360,-83.64,-0.3983,5330,0.7242,"New Orleans, LA
(29.950621, -90.074948)","Salt Lake City, UT
(40.758478, -111.888142)"
Table 4,2002,4,33198,34100,"Kansas City, MO","Philadelphia, PA",30460,150.63,221.47,24830,-70.83,-0.3198,5630,0.2267,"Kansas City, MO
(39.099792, -94.578559)","Philadelphia, PA
(39.951061, -75.16562)"
Table 4,2009,4,30647,31650,"Cleveland, OH (Metropolitan Area)","Minneapolis/St. Paul, MN",28710,204.04,292.03,26800,-87.98,-0.3013,1910,0.0713,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)"
Table 4,1997,4,33198,31650,"Kansas City, MO","Minneapolis/St. Paul, MN",49860,115.5,218.37,36270,-102.86,-0.4711,13590,0.3747,"Kansas City, MO
(39.099792, -94.578559)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)"
Table 4,2000,1,31973,32467,"Gulfport/Biloxi, MS","Miami, FL (Metropolitan Area)",14320,138.64,218.07,1350,-79.42,-0.3642,12970,9.6074,"Gulfport/Biloxi, MS
(30.369834, -89.091582)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)"
Table 4,2005,3,30397,34524,"Atlanta, GA (Metropolitan Area)","Richmond, VA",63220,133.5,231.35,29730,-97.85,-0.4229,33490,1.1265,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Richmond, VA
(37.540759, -77.433932)"
Table 4,2007,1,30194,30693,"Dallas/Fort Worth, TX","Nashville, TN",55480,164.11,245.02,44640,-80.91,-0.3302,10840,0.2428,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Nashville, TN
(36.166687, -86.779932)"
Table 4,2002,4,31066,30194,"Columbus, OH","Dallas/Fort Worth, TX",49610,153.35,222.97,32440,-69.63,-0.3123,17170,0.5293,"Columbus, OH
(39.962649, -82.996216)","Dallas/Fort Worth, TX
(40.11086, -77.035636)"
Table 4,1996,2,30194,30198,"Dallas/Fort Worth, TX","Pittsburgh, PA",34340,215.78,329.01,23290,-113.23,-0.3442,11050,0.4745,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Pittsburgh, PA
(40.442169, -79.994945)"
Table 4,2013,3,30977,34576,"Chicago, IL","Rochester, NY",28960,195.41,289.24,14950,-93.83,-0.3244,14010,0.9371,"Chicago, IL
(41.775002, -87.696388)","Rochester, NY
(43.155708, -77.612547)"
Table 4,1997,1,30325,34570,"Denver, CO","Reno, NV",25490,99.75,206.26,11010,-106.5,-0.5164,14480,1.3152,"Denver, CO
(39.738453, -104.984853)","Reno, NV
(30.177159, -95.162771)"
Table 4,2015,4,32211,31454,"Las Vegas, NV","Orlando, FL",102010,198.39,285.16,65320,-86.77,-0.3043,36690,0.5617,"Las Vegas, NV
(36.169202, -115.140597)","Orlando, FL
(28.538331, -81.378879)"
Table 4,2005,3,30194,31650,"Dallas/Fort Worth, TX","Minneapolis/St. Paul, MN",120230,131.44,200.86,102200,-69.42,-0.3456,18030,0.1764,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)"
Table 4,2002,3,30977,31267,"Chicago, IL","Dayton, OH",30850,96.95,161.61,21070,-64.66,-0.4001,9780,0.4642,"Chicago, IL
(41.775002, -87.696388)","Dayton, OH
(39.760982, -84.192203)"
Table 4,2001,2,30198,34492,"Pittsburgh, PA","Raleigh/Durham, NC",21420,149.38,228.9,13780,-79.53,-0.3474,7640,0.5544,"Pittsburgh, PA
(40.442169, -79.994945)","Raleigh/Durham, NC
(42.673348, -72.179683)"
Table 4,1996,3,30397,33851,"Atlanta, GA (Metropolitan Area)","Oklahoma City, OK",17380,155.11,222.64,13160,-67.53,-0.3033,4220,0.3207,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Oklahoma City, OK
(35.468494, -97.521264)"
Table 4,2002,1,32337,34492,"Indianapolis, IN","Raleigh/Durham, NC",12650,131.37,205.49,14700,-74.13,-0.3607,-2050,-0.1395,"Indianapolis, IN
(39.76845, -86.156212)","Raleigh/Durham, NC
(42.673348, -72.179683)"
Table 4,2013,3,31135,30852,"Myrtle Beach, SC","Washington, DC (Metropolitan Area)",16050,126.72,194.69,8660,-67.98,-0.3491,7390,0.8533,"Myrtle Beach, SC
(33.68785, -78.883852)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 4,1996,1,30977,33316,"Chicago, IL","Omaha, NE",34270,89.67,160.48,27340,-70.81,-0.4413,6930,0.2535,"Chicago, IL
(41.775002, -87.696388)","Omaha, NE
(46.07035, -93.666319)"
Table 4,2009,3,30194,34576,"Dallas/Fort Worth, TX","Rochester, NY",15290,158.33,269.9,11570,-111.57,-0.4134,3720,0.3215,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Rochester, NY
(43.155708, -77.612547)"
Table 4,2015,3,30194,33244,"Dallas/Fort Worth, TX","Memphis, TN",39450,195.82,329.07,22480,-133.26,-0.4049,16970,0.7549,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Memphis, TN
(35.143378, -90.052136)"
Table 4,2000,1,30977,30529,"Chicago, IL","Hartford, CT",73010,156.37,320.17,40860,-163.79,-0.5116,32150,0.7868,"Chicago, IL
(41.775002, -87.696388)","Hartford, CT
(41.765775, -72.673356)"
Table 4,2001,4,30423,34492,"Austin, TX","Raleigh/Durham, NC",22810,114.43,189.88,21110,-75.45,-0.3974,1700,0.0805,"Austin, TX
(30.264979, -97.746598)","Raleigh/Durham, NC
(42.673348, -72.179683)"
Table 4,2007,4,32575,30928,"Los Angeles, CA (Metropolitan Area)","Wichita, KS",16670,200.8,290.77,14520,-89.97,-0.3094,2150,0.1481,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Wichita, KS
(39.960481, -75.605214)"
Table 4,2002,2,30325,31295,"Denver, CO","Detroit, MI",72900,164.71,254.47,52100,-89.76,-0.3527,20800,0.3992,"Denver, CO
(39.738453, -104.984853)","Detroit, MI
(42.332916, -83.047853)"
Table 4,2000,2,30529,32575,"Hartford, CT","Los Angeles, CA (Metropolitan Area)",63400,240.5,347.06,36380,-106.56,-0.307,27020,0.7427,"Hartford, CT
(41.765775, -72.673356)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)"
Table 4,1996,4,30189,31650,"Colorado Springs, CO","Minneapolis/St. Paul, MN",14480,113.62,165.71,6880,-52.08,-0.3143,7600,1.1047,"Colorado Springs, CO
(38.835224, -104.819798)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)"
Table 4,2002,2,30397,34576,"Atlanta, GA (Metropolitan Area)","Rochester, NY",35060,102.85,196.65,17030,-93.8,-0.477,18030,1.0587,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Rochester, NY
(43.155708, -77.612547)"
Table 4,1999,4,33105,31123,"Cincinnati, OH","St. Louis, MO",15120,107.8,246.49,6590,-138.7,-0.5627,8530,1.2944,"Cincinnati, OH
(39.104427, -84.513808)","St. Louis, MO
(38.630276, -90.200309)"
Table 4,2006,3,31066,34100,"Columbus, OH","Philadelphia, PA",53500,103.66,289.41,19410,-185.75,-0.6418,34090,1.7563,"Columbus, OH
(39.962649, -82.996216)","Philadelphia, PA
(39.951061, -75.16562)"
Table 4,1997,3,30685,31454,"Bloomington/Normal, IL","Orlando, FL",14980,109.32,185.49,1150,-76.16,-0.4106,13830,12.0261,"Bloomington/Normal, IL
(39.166587, -86.534893)","Orlando, FL
(28.538331, -81.378879)"
Table 4,2009,2,30194,30529,"Dallas/Fort Worth, TX","Hartford, CT",33380,230.66,340.82,32110,-110.16,-0.3232,1270,0.0396,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Hartford, CT
(41.765775, -72.673356)"
Table 4,2009,4,30325,33342,"Denver, CO","Milwaukee, WI",66520,118.03,168.96,43480,-50.93,-0.3014,23040,0.5299,"Denver, CO
(39.738453, -104.984853)","Milwaukee, WI
(43.041072, -87.909421)"
Table 4,1996,1,30194,31136,"Dallas/Fort Worth, TX","Jacksonville, FL",19280,151.84,244.55,15480,-92.71,-0.3791,3800,0.2455,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Jacksonville, FL
(30.325968, -81.65676)"
Table 4,2014,1,30713,33570,"Boise, ID","San Diego, CA",17510,157.34,231.8,10410,-74.46,-0.3212,7100,0.682,"Boise, ID
(43.597772, -83.884521)","San Diego, CA
(32.71576, -117.163817)"
Table 4,1997,1,31136,30693,"Jacksonville, FL","Nashville, TN",16250,93.47,143.81,9500,-50.34,-0.3501,6750,0.7105,"Jacksonville, FL
(30.325968, -81.65676)","Nashville, TN
(36.166687, -86.779932)"
Table 4,2009,3,31066,31714,"Columbus, OH","Fort Myers, FL",25680,108.08,188.89,11100,-80.81,-0.4278,14580,1.3135,"Columbus, OH
(39.962649, -82.996216)","Fort Myers, FL
(40.253979, -103.801495)"
Table 4,2001,4,30977,32457,"Chicago, IL","San Francisco, CA (Metropolitan Area)",289210,228.29,332.27,352980,-103.98,-0.3129,-63770,-0.1807,"Chicago, IL
(41.775002, -87.696388)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)"
Table 4,2000,2,30423,34492,"Austin, TX","Raleigh/Durham, NC",23230,185.59,277.49,14210,-91.89,-0.3312,9020,0.6348,"Austin, TX
(30.264979, -97.746598)","Raleigh/Durham, NC
(42.673348, -72.179683)"
Table 4,2015,3,30977,34614,"Chicago, IL","Salt Lake City, UT",104800,207.14,296.96,65470,-89.82,-0.3025,39330,0.6007,"Chicago, IL
(41.775002, -87.696388)","Salt Lake City, UT
(40.758478, -111.888142)"
Table 4,1996,4,33495,31454,"New Orleans, LA","Orlando, FL",45680,75.17,150.75,16860,-75.58,-0.5014,28820,1.7094,"New Orleans, LA
(29.950621, -90.074948)","Orlando, FL
(28.538331, -81.378879)"
Table 4,2009,4,30666,32575,"Bellingham, WA","Los Angeles, CA (Metropolitan Area)",14990,135.41,229.86,4010,-94.45,-0.4109,10980,2.7382,"Bellingham, WA
(41.698264, -88.077915)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)"
Table 4,1996,3,30868,31703,"Columbia, SC","New York City, NY (Metropolitan Area)",35780,110.22,204.59,18370,-94.36,-0.4612,17410,0.9477,"Columbia, SC
(39.962649, -82.996216)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)"
Table 4,2007,4,34057,30559,"Portland, OR","Seattle, WA",57400,102.53,147.19,41340,-44.65,-0.3034,16060,0.3885,"Portland, OR
(45.516018, -122.681425)","Seattle, WA
(47.603229, -122.33028)"
Table 4,1997,4,31295,34570,"Detroit, MI","Reno, NV",20280,125.71,185.65,6900,-59.94,-0.3229,13380,1.9391,"Detroit, MI
(42.332916, -83.047853)","Reno, NV
(30.177159, -95.162771)"
Table 4,2002,3,31703,33667,"New York City, NY (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",70220,127.49,184.95,43360,-57.46,-0.3107,26860,0.6195,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Norfolk, VA (Metropolitan Area)
(36.846164, -76.285913)"
Table 4,1998,4,30397,31995,"Atlanta, GA (Metropolitan Area)","Greensboro/High Point, NC",47540,134.11,237.85,27890,-103.74,-0.4362,19650,0.7046,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Greensboro/High Point, NC
(36.072701, -79.793899)"
Table 4,2004,3,32211,34108,"Las Vegas, NV","Peoria, IL",17830,126.6,217.39,1930,-90.79,-0.4176,15900,8.2383,"Las Vegas, NV
(36.169202, -115.140597)","Peoria, IL
(32.283586, -90.10038)"
Table 4,2012,2,30792,34100,"Buffalo, NY","Philadelphia, PA",16830,210.12,321.95,11000,-111.84,-0.3474,5830,0.53,"Buffalo, NY
(39.945422, -78.64671)","Philadelphia, PA
(39.951061, -75.16562)"
Table 4,1996,2,30397,30198,"Atlanta, GA (Metropolitan Area)","Pittsburgh, PA",72750,96.4,217.26,40870,-120.86,-0.5563,31880,0.78,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Pittsburgh, PA
(40.442169, -79.994945)"
Table 4,2003,1,30397,33342,"Atlanta, GA (Metropolitan Area)","Milwaukee, WI",43930,118.94,213.41,27650,-94.47,-0.4427,16280,0.5888,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Milwaukee, WI
(43.041072, -87.909421)"
Table 4,2006,1,34100,30198,"Philadelphia, PA","Pittsburgh, PA",90210,103.21,257.4,37290,-154.2,-0.599,52920,1.4191,"Philadelphia, PA
(39.951061, -75.16562)","Pittsburgh, PA
(40.442169, -79.994945)"
Table 4,1997,1,30189,34057,"Colorado Springs, CO","Portland, OR",12940,118.21,192.51,5620,-74.3,-0.3859,7320,1.3025,"Colorado Springs, CO
(38.835224, -104.819798)","Portland, OR
(45.516018, -122.681425)"
Table 4,2009,2,32070,31454,"Harrisburg, PA","Orlando, FL",27670,118.06,174.84,12840,-56.79,-0.3248,14830,1.155,"Harrisburg, PA
(40.259572, -76.881821)","Orlando, FL
(28.538331, -81.378879)"
Table 4,2007,1,30721,31066,"Boston, MA (Metropolitan Area)","Columbus, OH",38480,118.99,189.16,22220,-70.16,-0.3709,16260,0.7318,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Columbus, OH
(39.962649, -82.996216)"
Table 4,2003,2,30198,33570,"Pittsburgh, PA","San Diego, CA",26330,137.22,279.03,15090,-141.8,-0.5082,11240,0.7449,"Pittsburgh, PA
(40.442169, -79.994945)","San Diego, CA
(32.71576, -117.163817)"
Table 4,1996,3,32211,31454,"Las Vegas, NV","Orlando, FL",49350,114.33,212.97,20490,-98.64,-0.4632,28860,1.4085,"Las Vegas, NV
(36.169202, -115.140597)","Orlando, FL
(28.538331, -81.378879)"
Table 4,2007,4,30397,31123,"Atlanta, GA (Metropolitan Area)","St. Louis, MO",69240,135.14,248.42,42620,-113.28,-0.456,26620,0.6246,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","St. Louis, MO
(38.630276, -90.200309)"
Table 4,2001,2,33198,30198,"Kansas City, MO","Pittsburgh, PA",20290,143.98,235.6,16500,-91.61,-0.3888,3790,0.2297,"Kansas City, MO
(39.099792, -94.578559)","Pittsburgh, PA
(40.442169, -79.994945)"
Table 4,1997,3,33198,31454,"Kansas City, MO","Orlando, FL",50540,110.78,167.71,44590,-56.94,-0.3395,5950,0.1334,"Kansas City, MO
(39.099792, -94.578559)","Orlando, FL
(28.538331, -81.378879)"
Table 4,2001,4,30792,32211,"Buffalo, NY","Las Vegas, NV",44570,108.87,165.85,29380,-56.98,-0.3436,15190,0.517,"Buffalo, NY
(39.945422, -78.64671)","Las Vegas, NV
(36.169202, -115.140597)"
Table 4,2014,3,30721,31295,"Boston, MA (Metropolitan Area)","Detroit, MI",125950,206.49,296.64,87090,-90.14,-0.3039,38860,0.4462,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Detroit, MI
(42.332916, -83.047853)"
Table 4,2009,3,33105,31453,"Cincinnati, OH","Houston, TX",21730,199.69,392.43,7750,-192.74,-0.4911,13980,1.8039,"Cincinnati, OH
(39.104427, -84.513808)","Houston, TX
(29.760803, -95.369506)"
Table 4,2007,2,30194,33044,"Dallas/Fort Worth, TX","Louisville, KY",28670,190.92,294.25,19230,-103.33,-0.3512,9440,0.4909,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Louisville, KY
(38.256078, -85.751569)"
Table 4,1996,2,30194,31136,"Dallas/Fort Worth, TX","Jacksonville, FL",24100,135.3,228.87,19110,-93.58,-0.4089,4990,0.2611,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Jacksonville, FL
(30.325968, -81.65676)"
Table 4,2004,1,30721,34100,"Boston, MA (Metropolitan Area)","Philadelphia, PA",151780,122.25,245.92,99240,-123.66,-0.5029,52540,0.5294,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Philadelphia, PA
(39.951061, -75.16562)"
